title,link,artist
Unknown (1947-1948),https://collections.ed.ac.uk/record/50443?highlight=*:*,Marjorie Wallace
Toledo (1950),https://collections.ed.ac.uk/record/21374?highlight=*:*,Alastair Flattely
Unknown (1968),https://collections.ed.ac.uk/record/53591?highlight=*:*,Paul Youngs
Untitled (1962),https://collections.ed.ac.uk/record/112447?highlight=*:*,Deborah Eadie
Figures and Sunshine (1962),https://collections.ed.ac.uk/record/21400?highlight=*:*,Leon Francesco Morrocco
Unknown (1954),https://collections.ed.ac.uk/record/50570?highlight=*:*,John P Busby
Portrait - Girl (1946),https://collections.ed.ac.uk/record/22707?highlight=*:*,Dorothy M. Peach
Unknown (MAY 1949),https://collections.ed.ac.uk/record/50520?highlight=*:*,John W. Corner
Landscape with Bridge and Loch (Circa 1987),https://collections.ed.ac.uk/record/22519?highlight=*:*,Renny J. Tait
Untitled (1963),https://collections.ed.ac.uk/record/99402?highlight=*:*,Iona Murray
Untitled (2007),https://collections.ed.ac.uk/record/99966?highlight=*:*,Vikki Hill
Untitled (Unknown),https://collections.ed.ac.uk/record/21636?highlight=*:*,Donald Clark
Seated Nude Woman (1951),https://collections.ed.ac.uk/record/22513?highlight=*:*,James P W Syme
Still Life with Kettle,https://collections.ed.ac.uk/record/122935?highlight=*:*,Ronald G Browne
Male Model (Circa 1966),https://collections.ed.ac.uk/record/122819?highlight=*:*,James H. Fairgrieve
Abstract City Landscape (1967),https://collections.ed.ac.uk/record/53609?highlight=*:*,Christine Watson
Unknown,https://collections.ed.ac.uk/record/53540?highlight=*:*,Unknown
Machine stitched net (1946),https://collections.ed.ac.uk/record/102688?highlight=*:*,Unknown
Teacup,https://collections.ed.ac.uk/record/53638?highlight=*:*,Emma Gillies
Untitled (1980),https://collections.ed.ac.uk/record/99824?highlight=*:*,Unknown
Untitled (1984),https://collections.ed.ac.uk/record/21602?highlight=*:*,Unknown
Standing Male Nude (1952),https://collections.ed.ac.uk/record/21222?highlight=*:*,Unknown
Snowed Under (1998),https://collections.ed.ac.uk/record/21863?highlight=*:*,John Brown
Standing Female Nude (1957),https://collections.ed.ac.uk/record/20963?highlight=*:*,D G Seymour
Udder Hand (2016),https://collections.ed.ac.uk/record/99265?highlight=*:*,Eden Hawkins
Unknown,https://collections.ed.ac.uk/record/53602?highlight=*:*,Unknown
Untited (1986),https://collections.ed.ac.uk/record/21611?highlight=*:*,Paul Furneaux
Untitled (1946),https://collections.ed.ac.uk/record/21738?highlight=*:*,Dorothy M. Peach
Portrait of a Woman Wearing a Hat (1951),https://collections.ed.ac.uk/record/21232?highlight=*:*,Alexandra Bennett
Standing Male Nude,https://collections.ed.ac.uk/record/21047?highlight=*:*,John Houston
Untitled (Unknown),https://collections.ed.ac.uk/record/21640?highlight=*:*,Sabine R
Pink Nude Study*,https://collections.ed.ac.uk/record/122831?highlight=*:*,Elsie Blomgren
Female Nude Seated on a Chair (1953),https://collections.ed.ac.uk/record/20950?highlight=*:*,Margaret Ronald
Unknown (1949),https://collections.ed.ac.uk/record/50577?highlight=*:*,Douglas Baxter
Woodland #4 (2007),https://collections.ed.ac.uk/record/99898?highlight=*:*,Asbjorn Hollerud
Untitled (Unknown),https://collections.ed.ac.uk/record/21628?highlight=*:*,Margaret Clyde
Seated Female Nude wearing Floral Hat (1962),https://collections.ed.ac.uk/record/99354?highlight=*:*,June M. Morgan
Embroidered cloth,https://collections.ed.ac.uk/record/113836?highlight=*:*,Winsome Douglass
Riders from South Frieze of the Parthenon (1836-1837),https://collections.ed.ac.uk/record/20718?highlight=*:*,NA
Untitled (Unknown),https://collections.ed.ac.uk/record/99907?highlight=*:*,Marjorie Ann
Cotton Wool Brain (2019),https://collections.ed.ac.uk/record/113744?highlight=*:*,Zuzana Ullmannová
Portrait of a Man (1959),https://collections.ed.ac.uk/record/20902?highlight=*:*,Alan Kemp
Unknown,https://collections.ed.ac.uk/record/50379?highlight=*:*,Joseph Sharples
Untitled - Woodland Fantasy in Green (1963),https://collections.ed.ac.uk/record/99362?highlight=*:*,Jean M. Marshall
1st State (Unknown),https://collections.ed.ac.uk/record/21951?highlight=*:*,Euan Gray
Untitled (Sucker Darts) (2016),https://collections.ed.ac.uk/record/113746?highlight=*:*,James Howden
Teacup,https://collections.ed.ac.uk/record/53650?highlight=*:*,Emma Gillies
View of Edinburgh (Balmoral Hotel),https://collections.ed.ac.uk/record/21499?highlight=*:*,R Urgolini (?)
Standing Male Nude with Stick (1958),https://collections.ed.ac.uk/record/21110?highlight=*:*,Lesley Crawford
Self Portrait (1965),https://collections.ed.ac.uk/record/20740?highlight=*:*,John Bellany
Portrait of a Seated Man in Uniform (1955),https://collections.ed.ac.uk/record/20805?highlight=*:*,James Robertson
Supporters scarves (United We Stand Divided We Fall) (2024),https://collections.ed.ac.uk/record/123749?highlight=*:*,Eilidh McKeown
Saucer,https://collections.ed.ac.uk/record/53630?highlight=*:*,Emma Gillies
Plate (1920s),https://collections.ed.ac.uk/record/53670?highlight=*:*,Emma Gillies
Untitled (1961),https://collections.ed.ac.uk/record/22011?highlight=*:*,Norma Kirk
Sugar Bowl with Spoon,https://collections.ed.ac.uk/record/122545?highlight=*:*,Janet Gillies
Girl and Baby (1962),https://collections.ed.ac.uk/record/99213?highlight=*:*,Joan Eardley
Unknown (1994),https://collections.ed.ac.uk/record/21914?highlight=*:*,Esther Tacke
Unknown,https://collections.ed.ac.uk/record/53553?highlight=*:*,Unknown
Small relief with figure in clerical dress,https://collections.ed.ac.uk/record/20611?highlight=*:*,NA
Milk Bottles (1967),https://collections.ed.ac.uk/record/123339?highlight=*:*,Kevin Maguire
Portrait of a Woman (1969),https://collections.ed.ac.uk/record/123341?highlight=*:*,Jennifer M. Hughes
Untitled (Unknown),https://collections.ed.ac.uk/record/21978?highlight=*:*,Unknown
Seated Female Nude (03 FEB 1959),https://collections.ed.ac.uk/record/20870?highlight=*:*,Barbara Strachan
15th Century Italian (Feb 1982),https://collections.ed.ac.uk/record/21976?highlight=*:*,Carol Binnie
Unknown (1960),https://collections.ed.ac.uk/record/50601?highlight=*:*,Dorothea Brown
Jacopo Nani (2019),https://collections.ed.ac.uk/record/113742?highlight=*:*,Brandon Logan
From Ponte Rialto Venezia (10 MAR 1948),https://collections.ed.ac.uk/record/20854?highlight=*:*,Marjorie Wallace
Unknown (Circa 1890),https://collections.ed.ac.uk/record/50466?highlight=*:*,Unknown
Woman in Pink Cardigan (1983-1988),https://collections.ed.ac.uk/record/21503?highlight=*:*,Renny Tait
Untitled (1965),https://collections.ed.ac.uk/record/22009?highlight=*:*,Gregor Smith
Unknown (Circa 1890),https://collections.ed.ac.uk/record/50462?highlight=*:*,Unknown
Portrait of a Seated Man (1954),https://collections.ed.ac.uk/record/21211?highlight=*:*,Ursula Giles
Unknown (1950),https://collections.ed.ac.uk/record/50517?highlight=*:*,John W. Corner
Portrait of a Woman (1969),https://collections.ed.ac.uk/record/21093?highlight=*:*,Lynn Bushell
Portrait of a Boy Seated (17 MAR 1955),https://collections.ed.ac.uk/record/21220?highlight=*:*,Norma Macgregor
Portrait of a Seated Woman (1950),https://collections.ed.ac.uk/record/21053?highlight=*:*,Alexander F Mitchell
Two Views of a Man Seated (1959),https://collections.ed.ac.uk/record/21120?highlight=*:*,Grace Nichol
Seated Female Nude (Circa 1964),https://collections.ed.ac.uk/record/21337?highlight=*:*,Alexander Moffat
Reclining Female Nude (1955),https://collections.ed.ac.uk/record/21014?highlight=*:*,Fiona C MacCormick
Drawing of a Man's Head (1955),https://collections.ed.ac.uk/record/20804?highlight=*:*,James Robertson
Untitled (1967),https://collections.ed.ac.uk/record/22475?highlight=*:*,Rosemary Seaton
Unknown,https://collections.ed.ac.uk/record/50395?highlight=*:*,Unknown
Two Red Abstract People,https://collections.ed.ac.uk/record/111440?highlight=*:*,Francis Convery
Standing Female Nude (1969),https://collections.ed.ac.uk/record/21098?highlight=*:*,Rosemary Matheson
Unknown,https://collections.ed.ac.uk/record/53604?highlight=*:*,Alan J McLeod
Unknown (1983),https://collections.ed.ac.uk/record/53561?highlight=*:*,Stuart T. MacKenzie
Self Portrait (1950),https://collections.ed.ac.uk/record/22687?highlight=*:*,Zygmunt Bukowski
Standing Female Nude (1949),https://collections.ed.ac.uk/record/22638?highlight=*:*,Zygmunt Bukowski
Organic Abstract Mural Design (1968),https://collections.ed.ac.uk/record/99261?highlight=*:*,Janet G Leask
Unknown,https://collections.ed.ac.uk/record/53503?highlight=*:*,Unknown
Seated Female Nude (1994-1995),https://collections.ed.ac.uk/record/21510?highlight=*:*,Nicholas Otter
Untitled (1968),https://collections.ed.ac.uk/record/22498?highlight=*:*,Michael Jannarelli
Cafe (Circa 1955),https://collections.ed.ac.uk/record/122844?highlight=*:*,Alexander S Campbell
Untitled (1963),https://collections.ed.ac.uk/record/21774?highlight=*:*,Monika L. Uecher
Bust of Apollo Belvedere,https://collections.ed.ac.uk/record/20581?highlight=*:*,Unknown
Portrait of a Young Man (1963),https://collections.ed.ac.uk/record/122973?highlight=*:*,Leon Francesco Morrocco
100 Billion Suns (2012),https://collections.ed.ac.uk/record/21002?highlight=*:*,Katie Paterson
Seated Female Nude,https://collections.ed.ac.uk/record/20774?highlight=*:*,Colin Lawson
Brass Rubbing of Monk with Chalice (Unknown),https://collections.ed.ac.uk/record/21655?highlight=*:*,Unknown
Abstract (1989),https://collections.ed.ac.uk/record/21455?highlight=*:*,Linda A. Henniker
Untitled - Nude Woman in Red Reclining on a Red Couch (1963),https://collections.ed.ac.uk/record/99476?highlight=*:*,Meriel A W de C Acton
Untitled (Unknown),https://collections.ed.ac.uk/record/21723?highlight=*:*,Renny Tait
Untitled (Unknown),https://collections.ed.ac.uk/record/21728?highlight=*:*,J Nicoll
Reclining Male Nude (25 NOV 1949),https://collections.ed.ac.uk/record/20811?highlight=*:*,Adam Robson
Free Fall (1985),https://collections.ed.ac.uk/record/21593?highlight=*:*,Robert Adam
Teacup,https://collections.ed.ac.uk/record/53642?highlight=*:*,Emma Gillies
Still Life with Tea and Coffee Pots (1960),https://collections.ed.ac.uk/record/99838?highlight=*:*,Elizabeth M. Hansen
Bar at 1732 St Charles (02 AUG 1973),https://collections.ed.ac.uk/record/21433?highlight=*:*,Jonathan Woodham
Figure of a river-god from west pediment,https://collections.ed.ac.uk/record/20633?highlight=*:*,NA
Untitled - Abstract Collage (1969),https://collections.ed.ac.uk/record/99408?highlight=*:*,Leslie McConnell
Unknown,https://collections.ed.ac.uk/record/50429?highlight=*:*,Christopher Nugent
Aerial View of a Street (1965),https://collections.ed.ac.uk/record/99394?highlight=*:*,Laura McPherson
Still Life,https://collections.ed.ac.uk/record/122895?highlight=*:*,Zygmunt Bukowski
Untitled - Holyrood Palace (1978-1979),https://collections.ed.ac.uk/record/99413?highlight=*:*,Thomas F. C. Denny
Standing Male Nude (1958),https://collections.ed.ac.uk/record/20863?highlight=*:*,Peter Standen
Wall hanging,https://collections.ed.ac.uk/record/113837?highlight=*:*,Winsome Douglass
Landscape,https://collections.ed.ac.uk/record/21490?highlight=*:*,Donald Clark
Untitled - Man at a Factory (1966-1967),https://collections.ed.ac.uk/record/99397?highlight=*:*,Gregor Smith
Unknown (1953-1954),https://collections.ed.ac.uk/record/50540?highlight=*:*,Peter G. Collins
Untitled (2002),https://collections.ed.ac.uk/record/99944?highlight=*:*,Adrian Rodriguez
Portrait of a Man in Spectacles (1958),https://collections.ed.ac.uk/record/20891?highlight=*:*,Richard McNeill
Abstract (1966-1971),https://collections.ed.ac.uk/record/123507?highlight=*:*,John F. Mooney
Woman with Fish on her Head,https://collections.ed.ac.uk/record/21530?highlight=*:*,John Bellany
Unnamed (2002),https://collections.ed.ac.uk/record/99950?highlight=*:*,Ky Ober
Untitled (Unknown),https://collections.ed.ac.uk/record/99825?highlight=*:*,Unknown
Unknown (1947),https://collections.ed.ac.uk/record/50533?highlight=*:*,Mabel D. Lawford
Siena (1956),https://collections.ed.ac.uk/record/21379?highlight=*:*,John P Busby
Portrait of a Woman (1950),https://collections.ed.ac.uk/record/21055?highlight=*:*,Alexander F Mitchell
Unknown,https://collections.ed.ac.uk/record/50433?highlight=*:*,Unknown
Untitled (1960),https://collections.ed.ac.uk/record/21542?highlight=*:*,Robert L Snowden
Still Life with Guitar (1962),https://collections.ed.ac.uk/record/22702?highlight=*:*,John Picking
Untitled (1963),https://collections.ed.ac.uk/record/22023?highlight=*:*,Ruth Walker
Nikola Subić Zrinjski (1983),https://collections.ed.ac.uk/record/22033?highlight=*:*,Boris Bućan
Unknown (1989),https://collections.ed.ac.uk/record/123511?highlight=*:*,Joanne Leonie Milne
Traviata (Unknown),https://collections.ed.ac.uk/record/22470?highlight=*:*,Boris Bućan
Portrait of a Woman (1957),https://collections.ed.ac.uk/record/21086?highlight=*:*,Peter McGinn
Giraffe (1920s),https://collections.ed.ac.uk/record/53749?highlight=*:*,Emma Gillies
Standing Female Nude (1959),https://collections.ed.ac.uk/record/20953?highlight=*:*,R G Browne
Portrait of a Woman (1957),https://collections.ed.ac.uk/record/21007?highlight=*:*,Ruth Illingworth
Untitled (Unknown),https://collections.ed.ac.uk/record/21555?highlight=*:*,Unknown
Unknown (1968),https://collections.ed.ac.uk/record/99515?highlight=*:*,Kenneth R Duffy
Unknown (1964),https://collections.ed.ac.uk/record/53584?highlight=*:*,Eleanor Maiden
Landscape with Orchards (1955),https://collections.ed.ac.uk/record/21033?highlight=*:*,Margaret Proudfoot
Antique Life drawing - 3rd Year (1962),https://collections.ed.ac.uk/record/99520?highlight=*:*,Kathleen Russell
Spinario (Late 19th Century),https://collections.ed.ac.uk/record/20574?highlight=*:*,Musée Royal du Louvre
Seated Female Nude (1953),https://collections.ed.ac.uk/record/20944?highlight=*:*,Lilias Stirling
Summer Fayre,https://collections.ed.ac.uk/record/22658?highlight=*:*,Unknown
Two Men in an Interior (1989),https://collections.ed.ac.uk/record/22646?highlight=*:*,Sean H. Watson
Unknown,https://collections.ed.ac.uk/record/53510?highlight=*:*,Unknown
Portrait of a Man in a Flat Cap (1963),https://collections.ed.ac.uk/record/21287?highlight=*:*,John Milligan
Untitled - Pensive Girl (1963),https://collections.ed.ac.uk/record/99371?highlight=*:*,Felicity J Bostock
Aix: Moroccan Women (1955),https://collections.ed.ac.uk/record/21031?highlight=*:*,Margaret Proudfoot
Idolino,https://collections.ed.ac.uk/record/20576?highlight=*:*,Unknown
Gem cabinet 3 (of 6) containing 43 medallions (Unknown),https://collections.ed.ac.uk/record/20617?highlight=*:*,Unknown
Offstage (1957),https://collections.ed.ac.uk/record/123105?highlight=*:*,Alexander S Campbell
Untitled (1962),https://collections.ed.ac.uk/record/99521?highlight=*:*,Kathleen Russell
Untitled (Unknown),https://collections.ed.ac.uk/record/21931?highlight=*:*,Joanne Leonie Milne
Scissors,https://collections.ed.ac.uk/record/22615?highlight=*:*,Jayne Stokes
Standing Male Nude (1952),https://collections.ed.ac.uk/record/21386?highlight=*:*,David Michie
Nude Female in Studio (1967),https://collections.ed.ac.uk/record/122909?highlight=*:*,Sylvia M. R. Cameron
Untitled (1968),https://collections.ed.ac.uk/record/22495?highlight=*:*,Sheila Wardrope
Abstract,https://collections.ed.ac.uk/record/111445?highlight=*:*,V. Constant
Portrait of a Man in Red Shirt (1968),https://collections.ed.ac.uk/record/21423?highlight=*:*,Alan T. Johnston
Untitled - Older Couple (1983),https://collections.ed.ac.uk/record/99430?highlight=*:*,Kathleen R Greer
Nude Woman Standing (1961),https://collections.ed.ac.uk/record/122826?highlight=*:*,Rose A. K. Forsyth
Portrait with a Beret (1986),https://collections.ed.ac.uk/record/21437?highlight=*:*,Charles P. Stiven
Man and Basket (1950),https://collections.ed.ac.uk/record/21030?highlight=*:*,Alfred Hackney
Self Portrait (1975),https://collections.ed.ac.uk/record/122889?highlight=*:*,Ruth S. Stiven
Untitled (Unknown),https://collections.ed.ac.uk/record/21616?highlight=*:*,Unknown
The Etiquette of Landscape and Face: Passage 2 (2015),https://collections.ed.ac.uk/record/53782?highlight=*:*,Leonie Neuweger
Multicoloured Geometric (1971),https://collections.ed.ac.uk/record/22602?highlight=*:*,Jim Hickey
Untitled (Unknown),https://collections.ed.ac.uk/record/21729?highlight=*:*,Paul Gladston
Saucer,https://collections.ed.ac.uk/record/53628?highlight=*:*,Emma Gillies
Jug (1920s),https://collections.ed.ac.uk/record/122541?highlight=*:*,Emma Gillies
Untitled (1960),https://collections.ed.ac.uk/record/21538?highlight=*:*,Robert L Snowden
Untitled - Abstract Forest Landscape (1962-1966),https://collections.ed.ac.uk/record/99391?highlight=*:*,Laura McPherson
Seated Male Nude (1953),https://collections.ed.ac.uk/record/20928?highlight=*:*,Diana Douglas-Hamilton
Untitled (Unknown),https://collections.ed.ac.uk/record/21721?highlight=*:*,Catherine Fairgrieve
Unknown (1950),https://collections.ed.ac.uk/record/50611?highlight=*:*,James Bowman
Three Views of a Standing Woman (1949),https://collections.ed.ac.uk/record/21101?highlight=*:*,Douglas Gordon
Unknown (1986),https://collections.ed.ac.uk/record/53533?highlight=*:*,Peter McLaren
Angel playing a pipe (Unknown),https://collections.ed.ac.uk/record/20609?highlight=*:*,Unknown
Untitled (2002),https://collections.ed.ac.uk/record/99926?highlight=*:*,Lisa Flett
No 98 (1960),https://collections.ed.ac.uk/record/99207?highlight=*:*,John Johnstone
Still Life,https://collections.ed.ac.uk/record/122713?highlight=*:*,Gavin Robson
Unknown,https://collections.ed.ac.uk/record/50638?highlight=*:*,Elizabeth Blackadder
Leith Docks,https://collections.ed.ac.uk/record/122725?highlight=*:*,David McClure
Acteon (1838),https://collections.ed.ac.uk/record/20582?highlight=*:*,Sarti
Female Nude (1956),https://collections.ed.ac.uk/record/122749?highlight=*:*,Moira E. Brown
Portrait of a Man,https://collections.ed.ac.uk/record/21504?highlight=*:*,M Ledgerwood
Untitled (1960),https://collections.ed.ac.uk/record/99522?highlight=*:*,Kathleen Russell
Anat (1966),https://collections.ed.ac.uk/record/99405?highlight=*:*,Norman Orr
Untitled - Abstract Building (1972),https://collections.ed.ac.uk/record/99422?highlight=*:*,Lindsay R S Gordon
Study for Two Figure Composition (1949),https://collections.ed.ac.uk/record/50576?highlight=*:*,Douglas Baxter
Self-Portrait (1967),https://collections.ed.ac.uk/record/99398?highlight=*:*,Gregor Smith
Untitled (1962),https://collections.ed.ac.uk/record/99495?highlight=*:*,Deborah Eadie
Untitled (1972),https://collections.ed.ac.uk/record/21834?highlight=*:*,Lin Hunter
Untitled (1997),https://collections.ed.ac.uk/record/21910?highlight=*:*,Unknown
Saucer,https://collections.ed.ac.uk/record/53625?highlight=*:*,Emma Gillies
Untitled (Unknown),https://collections.ed.ac.uk/record/21793?highlight=*:*,Unknown
Still Life Apples (1953),https://collections.ed.ac.uk/record/22674?highlight=*:*,D. Gordon Campbell
Snowy Landscape (1962),https://collections.ed.ac.uk/record/99368?highlight=*:*,Geoffrey J Roper
Untitled (1969),https://collections.ed.ac.uk/record/22486?highlight=*:*,John Stewart
Portrait of a Man,https://collections.ed.ac.uk/record/21327?highlight=*:*,Jeffery S. Firth
Young Boy (1963),https://collections.ed.ac.uk/record/21265?highlight=*:*,Roger Cameron
Portrait of Seated Man (1956),https://collections.ed.ac.uk/record/21180?highlight=*:*,Ballantyne
135 (2015),https://collections.ed.ac.uk/record/53775?highlight=*:*,Mark Osborne
Unknown (1949),https://collections.ed.ac.uk/record/50456?highlight=*:*,T. A. Sutter Watt
Portrait of an Old Woman (1959),https://collections.ed.ac.uk/record/20868?highlight=*:*,Barbara Strachan
Portrait of a Woman (1957),https://collections.ed.ac.uk/record/21064?highlight=*:*,Andrew McPhee
Nugget (2013),https://collections.ed.ac.uk/record/21301?highlight=*:*,Charlotte Roseberry
Untitled (MAR 1962),https://collections.ed.ac.uk/record/22015?highlight=*:*,Irene Thomson
'Gordini' Fairground Ride,https://collections.ed.ac.uk/record/21508?highlight=*:*,Hazel Walker
Marshal from the East Frieze of the Parthenon (1836-1837),https://collections.ed.ac.uk/record/20679?highlight=*:*,NA
Untitled (Unknown),https://collections.ed.ac.uk/record/21785?highlight=*:*,Victoria C F Bernie
Head (1987),https://collections.ed.ac.uk/record/22685?highlight=*:*,Janice McNab
Seated Male Nude (1959),https://collections.ed.ac.uk/record/21156?highlight=*:*,Ronald G Browne
The Ruins (1948),https://collections.ed.ac.uk/record/122793?highlight=*:*,James W. H. Cumming
Needlebook,https://collections.ed.ac.uk/record/113830?highlight=*:*,Winsome Douglass
Nudes on the Beach (1953),https://collections.ed.ac.uk/record/122830?highlight=*:*,Moira E. Brown
Figures in an Interior,https://collections.ed.ac.uk/record/21491?highlight=*:*,Henry Rogers
Portrait of a Woman (Circa 1939),https://collections.ed.ac.uk/record/21138?highlight=*:*,Ian R McRobbie
Untitled - Print of Dining Table with Window (1962),https://collections.ed.ac.uk/record/99336?highlight=*:*,Ann F Ward
Study for picture 'Waking of Brynhildr' (1897),https://collections.ed.ac.uk/record/50472?highlight=*:*,Pavlov Chailly
View from a Window,https://collections.ed.ac.uk/record/21453?highlight=*:*,Sylvia Mackiewicz
Nighttime Scene of the City and River (1962),https://collections.ed.ac.uk/record/99370?highlight=*:*,Geoffrey J Roper
Unknown (1955),https://collections.ed.ac.uk/record/53483?highlight=*:*,Rosemary Gray
Peacock (Undated but found amongst ECA artworks from 1960s.),https://collections.ed.ac.uk/record/21288?highlight=*:*,Carol Handyside
Untitled,https://collections.ed.ac.uk/record/112445?highlight=*:*,Mary McKay
Portrait of a Woman (1953),https://collections.ed.ac.uk/record/22677?highlight=*:*,Lilias Stirling
Figures in a Street with Flags (1952),https://collections.ed.ac.uk/record/122883?highlight=*:*,William I. Millan
Portrait of Sleeping Woman (1957),https://collections.ed.ac.uk/record/21009?highlight=*:*,Sheena McEwan
Seed and the Rock (1953),https://collections.ed.ac.uk/record/21659?highlight=*:*,Gabor Peterdi
Abstract with Circles (Circa 1945),https://collections.ed.ac.uk/record/20749?highlight=*:*,Alan Davie
Sketches of Five Heads (1959),https://collections.ed.ac.uk/record/20886?highlight=*:*,Denness Morton
Portrait of a Man Seated (1959),https://collections.ed.ac.uk/record/20914?highlight=*:*,C Byron
Still Life with Net and Burning Candle (Circa 1987),https://collections.ed.ac.uk/record/22528?highlight=*:*,Donald Clark
Reclining Male Nude (1954),https://collections.ed.ac.uk/record/21248?highlight=*:*,Alex Sutherland
Horse (1920s),https://collections.ed.ac.uk/record/53750?highlight=*:*,Emma Gillies
Transposition (Red and Gold) (2014),https://collections.ed.ac.uk/record/47457?highlight=*:*,Emma Smith
Seated Figure in Striped Top (Circa 1981),https://collections.ed.ac.uk/record/22527?highlight=*:*,Alastair R. W. Hearsum
Seated Female Nude (1955),https://collections.ed.ac.uk/record/21194?highlight=*:*,Eric Ritchie
Untitled (1987),https://collections.ed.ac.uk/record/21898?highlight=*:*,Susan Veitch
Spring Board (Circa 1971),https://collections.ed.ac.uk/record/22584?highlight=*:*,Alan Brown
Portrait of a Seated Woman in a Checked Shirt (Circa 1963),https://collections.ed.ac.uk/record/122787?highlight=*:*,Irene G. Thomson
Portrait of Man in Red Jacket (1968),https://collections.ed.ac.uk/record/21178?highlight=*:*,Michael Docherty
Untitled (1962),https://collections.ed.ac.uk/record/112312?highlight=*:*,Robert S. Crozier
Suit of Armour (Circa 1964),https://collections.ed.ac.uk/record/21170?highlight=*:*,Kirkland Main
Unknown (1949),https://collections.ed.ac.uk/record/50453?highlight=*:*,Mary D Thomson
Busmen Newhaven (1960-1964),https://collections.ed.ac.uk/record/21901?highlight=*:*,Irene Thomson
Country Lane (1959),https://collections.ed.ac.uk/record/20821?highlight=*:*,Jacqueline A N Stieger
Portrait of a Woman (1954),https://collections.ed.ac.uk/record/21214?highlight=*:*,D Stewart Lowdon
Untitled (2002),https://collections.ed.ac.uk/record/99947?highlight=*:*,Elizabeth Shepherd
Untitled (2002),https://collections.ed.ac.uk/record/99935?highlight=*:*,Lisa Flett
Self (1964),https://collections.ed.ac.uk/record/53593?highlight=*:*,Senga Guthrie
Untitled (1946),https://collections.ed.ac.uk/record/21730?highlight=*:*,Esther W. Hamilton
Preparatory Sketch (1962),https://collections.ed.ac.uk/record/50528?highlight=*:*,John Picking
Demolished Building,https://collections.ed.ac.uk/record/21464?highlight=*:*,Keith Thomson
Unknown (1973),https://collections.ed.ac.uk/record/53601?highlight=*:*,David Hogg
Untitled (1967),https://collections.ed.ac.uk/record/112303?highlight=*:*,Sylvia M. R. Cameron
Virgin and Child (Unknown),https://collections.ed.ac.uk/record/20571?highlight=*:*,Unknown
Seated Female Nude (21 NOV 1957),https://collections.ed.ac.uk/record/20900?highlight=*:*,Sheena McEwan
Plate (1920s),https://collections.ed.ac.uk/record/53704?highlight=*:*,Emma Gillies
"Funerary Statue of Marcellus, nephew of Augustus",https://collections.ed.ac.uk/record/20587?highlight=*:*,Unknown
South Frieze of the Parthenon Frieze (1836-1837),https://collections.ed.ac.uk/record/20696?highlight=*:*,NA
Unknown (1960),https://collections.ed.ac.uk/record/50606?highlight=*:*,Robin E. Bownass
Untitled (Purple) (2015),https://collections.ed.ac.uk/record/53778?highlight=*:*,Phoebe Mitchell
Striding Male Nude (Circa 1939),https://collections.ed.ac.uk/record/21062?highlight=*:*,Ian R McRobbie
Car Interior,https://collections.ed.ac.uk/record/21495?highlight=*:*,Elise Brown
Horses from North Frieze of the Parthenon (1836-1837),https://collections.ed.ac.uk/record/20716?highlight=*:*,NA
Oscillation Three (2015),https://collections.ed.ac.uk/record/53776?highlight=*:*,Mark Osborne
Untitled,https://collections.ed.ac.uk/record/21458?highlight=*:*,William Breckenridge
Riders from the West Frieze of the Parthenon (1836-1837),https://collections.ed.ac.uk/record/20677?highlight=*:*,NA
Untitled - Two Apes Sun Bathing (1963),https://collections.ed.ac.uk/record/99347?highlight=*:*,Ann F Ward
Portrait of a Seated Woman (1954),https://collections.ed.ac.uk/record/21212?highlight=*:*,Margaret Proudfoot
Reclining Male Nude (1956),https://collections.ed.ac.uk/record/21244?highlight=*:*,Ballantyne
Harbour Scene 'KY16' (1964),https://collections.ed.ac.uk/record/20743?highlight=*:*,John Bellany
Untitled (Unknown),https://collections.ed.ac.uk/record/99910?highlight=*:*,S J Dooley
Begining (Unknown),https://collections.ed.ac.uk/record/21926?highlight=*:*,Unknown
Nude Sleeping,https://collections.ed.ac.uk/record/22529?highlight=*:*,Raymon Pattie
Portrait of a Bearded Man (1960),https://collections.ed.ac.uk/record/20977?highlight=*:*,Elise Brown
Untitled (1968),https://collections.ed.ac.uk/record/22492?highlight=*:*,Anne Lynch
Replica cast (white) of Parthenon slab GE31,https://collections.ed.ac.uk/record/20655?highlight=*:*,Unknown
The Sons of Usnach at Chess (1964),https://collections.ed.ac.uk/record/21006?highlight=*:*,John B Vallely
Of Carole Danielson (1964),https://collections.ed.ac.uk/record/53585?highlight=*:*,Helen Cargill
Don Juan (1983),https://collections.ed.ac.uk/record/22038?highlight=*:*,Boris Bućan
Drawing of a Seated Woman (1958),https://collections.ed.ac.uk/record/20787?highlight=*:*,Jacqueline A N Stieger
Castor and Pollux (1835),https://collections.ed.ac.uk/record/20593?highlight=*:*,Sarti
Saucer,https://collections.ed.ac.uk/record/53626?highlight=*:*,Emma Gillies
Untitled,https://collections.ed.ac.uk/record/22518?highlight=*:*,Shirley Brown
Composition with Black Square (1981),https://collections.ed.ac.uk/record/22552?highlight=*:*,Alastair R. W. Hearsum
Orange (1985),https://collections.ed.ac.uk/record/21589?highlight=*:*,Unknown
Two Boxes on Pink (Circa 1968),https://collections.ed.ac.uk/record/22563?highlight=*:*,Maureen Marshall
1st State (Unknown),https://collections.ed.ac.uk/record/21954?highlight=*:*,Euan Gray
