title,link,artist
Unknown (1960),https://collections.ed.ac.uk/record/53574?highlight=*:*,Hugh Deans
Untitled (2007),https://collections.ed.ac.uk/record/99979?highlight=*:*,Rita Marhaug
Portrait of a Man (possibly),https://collections.ed.ac.uk/record/21441?highlight=*:*,Claudia Petretti
Seated Female Nude (1939-1940),https://collections.ed.ac.uk/record/21125?highlight=*:*,James H Donaldson
Portrait of a Woman (1958),https://collections.ed.ac.uk/record/21141?highlight=*:*,Dorothy Durward
Untitled (1997),https://collections.ed.ac.uk/record/21868?highlight=*:*,Breda Flannagan
Putti with Candelabrum (left group),https://collections.ed.ac.uk/record/20539?highlight=*:*,Unknown
Two Figures Talking Over a Wall (1967),https://collections.ed.ac.uk/record/99271?highlight=*:*,Margaret Lothian
Standing Female Nude (1951),https://collections.ed.ac.uk/record/21230?highlight=*:*,Ruth Wilson
Untitled (1963),https://collections.ed.ac.uk/record/22024?highlight=*:*,[Unknown] Black
Skeleton Studies (Circa 1957),https://collections.ed.ac.uk/record/20861?highlight=*:*,David Young
Sweeps and Chimney Pots (Circa 1952),https://collections.ed.ac.uk/record/102659?highlight=*:*,Frances M. Walker
Landscape with Horse (1945-1946),https://collections.ed.ac.uk/record/21065?highlight=*:*,William MacLaren
Untitled - Figure Drawing of A Nude Woman Lying Down (1964-1965),https://collections.ed.ac.uk/record/99278?highlight=*:*,Gordon Bryce
Untitled (Unknown),https://collections.ed.ac.uk/record/21862?highlight=*:*,Unknown
Still Life Lobster Creel (1965),https://collections.ed.ac.uk/record/122870?highlight=*:*,Helen M. Percy
Untitled - Abstract Crowd Scene (1964-1965),https://collections.ed.ac.uk/record/99477?highlight=*:*,William Gillon
"Metope 8, south entablature, Parthenon (1837)",https://collections.ed.ac.uk/record/20650?highlight=*:*,NA
Untitiled (Circa 1960),https://collections.ed.ac.uk/record/21544?highlight=*:*,Robert L Snowden
Still Life with Fish (1949),https://collections.ed.ac.uk/record/22700?highlight=*:*,Alistair F. Flattely
Portrait of a Man (1968),https://collections.ed.ac.uk/record/21321?highlight=*:*,Charles Ian Patterson
Abstract (Circa 1965),https://collections.ed.ac.uk/record/21402?highlight=*:*,James B. Thomson
Portrait of a Young Boy (1956),https://collections.ed.ac.uk/record/21334?highlight=*:*,David McClure
Saucer,https://collections.ed.ac.uk/record/53622?highlight=*:*,Emma Gillies
Profile of Man in Yellow Jumper,https://collections.ed.ac.uk/record/99357?highlight=*:*,Fergus A Mather
Portrait of a Bearded Man (Circa 1960),https://collections.ed.ac.uk/record/20939?highlight=*:*,Derek Shiel
A Window in an Interior,https://collections.ed.ac.uk/record/122707?highlight=*:*,Morrison
Still Life Beside Window (1955),https://collections.ed.ac.uk/record/20738?highlight=*:*,Elizabeth Blackadder
Eight Lines II (2001),https://collections.ed.ac.uk/record/54748?highlight=*:*,Wilhelmina Barns-Graham CBE HRSA HRSW
Untitled (1971),https://collections.ed.ac.uk/record/22020?highlight=*:*,Alan Brown
Riders from the North Frieze of the Parthenon (1836-1837),https://collections.ed.ac.uk/record/20703?highlight=*:*,NA
Three Men and a Snake (Unknown),https://collections.ed.ac.uk/record/21945?highlight=*:*,Robert Rivers
Untitled - Figures and Bicycles in the City (1965-1966),https://collections.ed.ac.uk/record/99450?highlight=*:*,James B. Thomson
La Messe de Minuit - Église St Eustache (1963),https://collections.ed.ac.uk/record/99342?highlight=*:*,Ann F Ward
Untitled (1983),https://collections.ed.ac.uk/record/99810?highlight=*:*,Robert Rivers
Not For Gain (2016),https://collections.ed.ac.uk/record/99238?highlight=*:*,Daisy Lafarge
Untitled (2014),https://collections.ed.ac.uk/record/47451?highlight=*:*,Rachel Hill
Unknown (Unknown),https://collections.ed.ac.uk/record/21903?highlight=*:*,Unknown
Volterra (Circa 1920),https://collections.ed.ac.uk/record/21179?highlight=*:*,William Crozier 1893-1930
Edinburgh Castle,https://collections.ed.ac.uk/record/122750?highlight=*:*,J. McGonigal
Oranges (2018),https://collections.ed.ac.uk/record/102753?highlight=*:*,Jessica Gasson
Untitled I (2007),https://collections.ed.ac.uk/record/99899?highlight=*:*,Jenny Smith
Untitled (1961),https://collections.ed.ac.uk/record/112305?highlight=*:*,Paresh C. Chakraborty
Untitled - Life Drawing of a Bearded Man in Brown Jacket (1967),https://collections.ed.ac.uk/record/99252?highlight=*:*,Isobel T Johnstone
Portrait of a Woman (1958),https://collections.ed.ac.uk/record/22688?highlight=*:*,Irene M. Fotheringham
Untitled (1983),https://collections.ed.ac.uk/record/99807?highlight=*:*,Robert Rivers
Profile of a Woman (1963),https://collections.ed.ac.uk/record/122974?highlight=*:*,Leon Francesco Morrocco
Portrait of a Man,https://collections.ed.ac.uk/record/21521?highlight=*:*,Eric Fleming
Unknown (1993),https://collections.ed.ac.uk/record/99851?highlight=*:*,Rolandos Rimkunas
Seated Female Nude (1963),https://collections.ed.ac.uk/record/21342?highlight=*:*,William Gillon
Pale Brushstrokes,https://collections.ed.ac.uk/record/122759?highlight=*:*,Unknown
Unknown,https://collections.ed.ac.uk/record/53565?highlight=*:*,Colin Brown
Seated Female Nude (Circa 1968),https://collections.ed.ac.uk/record/20748?highlight=*:*,Alan T. Johnston
Unknown (NOV 1959),https://collections.ed.ac.uk/record/53493?highlight=*:*,John Gilbert
Picnic at the New Bridge (1963),https://collections.ed.ac.uk/record/22473?highlight=*:*,Alexander Moffat
Abstract with Blue Stripes (quadriptych) (1969),https://collections.ed.ac.uk/record/22569?highlight=*:*,Ian G. Robertson
Seated Male Nude (1959),https://collections.ed.ac.uk/record/20884?highlight=*:*,George MacIntosh
Seated Male Nude (1961),https://collections.ed.ac.uk/record/21289?highlight=*:*,Gwendoline Rodger
Three Female Nudes (1952),https://collections.ed.ac.uk/record/21372?highlight=*:*,Nicholas Patrick Rentiens
Horses and men (facing left),https://collections.ed.ac.uk/record/20659?highlight=*:*,NA
Schizophrenia (2007),https://collections.ed.ac.uk/record/99903?highlight=*:*,Laura Guoke
Untitled,https://collections.ed.ac.uk/record/112354?highlight=*:*,Jean M. A. Conacher
Still Life - Fish (1961),https://collections.ed.ac.uk/record/22640?highlight=*:*,Thora Clyne
Portrait of a Woman (1957-1958),https://collections.ed.ac.uk/record/21161?highlight=*:*,Hillary Lewis
Reclining Female Nude (1967),https://collections.ed.ac.uk/record/20772?highlight=*:*,Helen Pollock
Figure Seated on Bed,https://collections.ed.ac.uk/record/122686?highlight=*:*,Graeme D. High
Car Crash,https://collections.ed.ac.uk/record/93373?highlight=*:*,Tim Stott
Untitled (1964),https://collections.ed.ac.uk/record/99846?highlight=*:*,James Goodall
Unknown (20 FEB 1956),https://collections.ed.ac.uk/record/53494?highlight=*:*,James C. Y. Gavin
An Táin (1964),https://collections.ed.ac.uk/record/21005?highlight=*:*,John B Vallely
Large Still Life (Unknown),https://collections.ed.ac.uk/record/20744?highlight=*:*,Sir William George Gillies
Untitled (2007),https://collections.ed.ac.uk/record/99894?highlight=*:*,Freya Cumming
Unknown (Unknown),https://collections.ed.ac.uk/record/21783?highlight=*:*,Victoria C F Bernie
Unknown (1960),https://collections.ed.ac.uk/record/53578?highlight=*:*,George H McIntosh
Study for Composition (1949),https://collections.ed.ac.uk/record/50477?highlight=*:*,Alistair Smart
In the Kitchen (1989),https://collections.ed.ac.uk/record/22608?highlight=*:*,Robert Bushe
Standing Male Nude (1958),https://collections.ed.ac.uk/record/20883?highlight=*:*,Ian Hodkinson
Untitled (Mar 1949),https://collections.ed.ac.uk/record/21743?highlight=*:*,Allan W. Robson
Emerging (1987),https://collections.ed.ac.uk/record/111441?highlight=*:*,Paul Furneaux
Unknown (1950),https://collections.ed.ac.uk/record/50571?highlight=*:*,Katherine B K Burns
Untitled - Drawing in Profile of a Sitting Woman (1980),https://collections.ed.ac.uk/record/99425?highlight=*:*,Carolyn S Byres
Untitled (1960),https://collections.ed.ac.uk/record/21543?highlight=*:*,Robert L Snowden
Untitled (2006),https://collections.ed.ac.uk/record/99856?highlight=*:*,Hannah Jasper
Digging Peat (Circa 1952),https://collections.ed.ac.uk/record/122836?highlight=*:*,Maureen Baird
Portrait Figure Sitting (1952),https://collections.ed.ac.uk/record/22508?highlight=*:*,D. Gordon Campbell
Unknown,https://collections.ed.ac.uk/record/50382?highlight=*:*,Unknown
Untitled (Circa 1960),https://collections.ed.ac.uk/record/21537?highlight=*:*,Robert L Snowden
Charioteer facing right,https://collections.ed.ac.uk/record/20660?highlight=*:*,NA
Reclining goddesses from the Parthenon (east pediment) (Pre 1830),https://collections.ed.ac.uk/record/20631?highlight=*:*,Westmacott
"Lloret de Mar, Costa Brava (1958)",https://collections.ed.ac.uk/record/50613?highlight=*:*,Joan F. Biggins
Blue Mood (1986),https://collections.ed.ac.uk/record/21576?highlight=*:*,Paul Furneaux
NO 6 (1952),https://collections.ed.ac.uk/record/50627?highlight=*:*,Norman W. Anderson
Unknown,https://collections.ed.ac.uk/record/50393?highlight=*:*,Unknown
Portrait of Woman (1951),https://collections.ed.ac.uk/record/123112?highlight=*:*,Allan Carr
Blue Altarpiece (Circa 1952),https://collections.ed.ac.uk/record/21016?highlight=*:*,Mollie E N Langlands
Reclining Nude (1953),https://collections.ed.ac.uk/record/21118?highlight=*:*,Laura Nye
Design folio (1961),https://collections.ed.ac.uk/record/102686?highlight=*:*,Sheila Flinn
Yellow Abstract with Half People,https://collections.ed.ac.uk/record/22530?highlight=*:*,Jim Mooney
Portrait of a Man (1956),https://collections.ed.ac.uk/record/21258?highlight=*:*,Unknown
"fig.1 Destination, fig 2 Time - 10.35 pm (1984)",https://collections.ed.ac.uk/record/99466?highlight=*:*,Andrew Binnie
Standing Woman (1965),https://collections.ed.ac.uk/record/21315?highlight=*:*,William Gillon
People with a Horse (1983),https://collections.ed.ac.uk/record/122699?highlight=*:*,Tina Lappinen-Ritchie
Industrial Landscape,https://collections.ed.ac.uk/record/123292?highlight=*:*,Unknown
Unknown,https://collections.ed.ac.uk/record/53504?highlight=*:*,Unknown
Untitled,https://collections.ed.ac.uk/record/99919?highlight=*:*,Unknown
Urban Scene,https://collections.ed.ac.uk/record/21446?highlight=*:*,Paul J Donaldson
Playground (1989),https://collections.ed.ac.uk/record/22634?highlight=*:*,Linda Gilliard
Ashes and Diamonds (Unknown),https://collections.ed.ac.uk/record/21654?highlight=*:*,David Freed
Portrait of a Man,https://collections.ed.ac.uk/record/22669?highlight=*:*,Robin E. Bownass
Unknown (1950),https://collections.ed.ac.uk/record/50506?highlight=*:*,Francis Curran
Seated Female Nude at Washbasin (1946),https://collections.ed.ac.uk/record/122790?highlight=*:*,Marjorie H. McLachlan
"Metope 32, south entablature, Parthenon (1837)",https://collections.ed.ac.uk/record/20646?highlight=*:*,NA
Multicolour Abstract (1970),https://collections.ed.ac.uk/record/122873?highlight=*:*,Christopher J. Allan
Lid (1920s),https://collections.ed.ac.uk/record/122077?highlight=*:*,Emma Gillies
Unknown (1949),https://collections.ed.ac.uk/record/50483?highlight=*:*,John Thomson
"Metope 7, from entablature of the Parthenon (1837)",https://collections.ed.ac.uk/record/20642?highlight=*:*,NA
Game Birds,https://collections.ed.ac.uk/record/53607?highlight=*:*,George Glen
Untitled (Unknown),https://collections.ed.ac.uk/record/22022?highlight=*:*,[Unknown] Black
Unknown,https://collections.ed.ac.uk/record/50563?highlight=*:*,Jeffery Camp
Untitled (1963),https://collections.ed.ac.uk/record/22005?highlight=*:*,Madelene Galloway
Broderie Anglais jacket,https://collections.ed.ac.uk/record/102664?highlight=*:*,Unknown
Male Nude in pose of Rodin's 'Thinker' (1957),https://collections.ed.ac.uk/record/20830?highlight=*:*,Hylda M Sutcliffe
Unknown (1950),https://collections.ed.ac.uk/record/53555?highlight=*:*,Zygmunt Bukowski
In''Head (1973),https://collections.ed.ac.uk/record/112355?highlight=*:*,Catherine Freeland
Untitled (Unknown),https://collections.ed.ac.uk/record/21937?highlight=*:*,Anna Richardson
Townscape in Snow (1980s),https://collections.ed.ac.uk/record/21434?highlight=*:*,Paul Furneaux
Untitled (1961),https://collections.ed.ac.uk/record/22010?highlight=*:*,Norma Kirk
Plate (1920s),https://collections.ed.ac.uk/record/53714?highlight=*:*,Emma Gillies
Unknown (1950),https://collections.ed.ac.uk/record/50521?highlight=*:*,John W. Corner
Untitled (1969),https://collections.ed.ac.uk/record/22021?highlight=*:*,Moira Johnson
Untitiled (1934),https://collections.ed.ac.uk/record/21803?highlight=*:*,A. Patterson Barclay
Untitled (1988),https://collections.ed.ac.uk/record/21935?highlight=*:*,Jo de Pear
Peacock Study (1962-1963),https://collections.ed.ac.uk/record/99331?highlight=*:*,Lesley M. Johns
For Sanfrancisco (Unknown),https://collections.ed.ac.uk/record/21606?highlight=*:*,Andrew Arnott
Untitled (1985-1986),https://collections.ed.ac.uk/record/21634?highlight=*:*,Norman Cameron
1986 Edinburgh College of Art Degree Show (1986),https://collections.ed.ac.uk/record/21582?highlight=*:*,Hilary A. Fisher
Still Life with Two Fish and Bottles (Circa 1958),https://collections.ed.ac.uk/record/102661?highlight=*:*,Robert M E Callender
Portrait of a Woman with Red Hair (1963),https://collections.ed.ac.uk/record/21320?highlight=*:*,Roger Cameron
Unknown (1953),https://collections.ed.ac.uk/record/53549?highlight=*:*,D. Gordon Campbell
Two Views of a Reclining Male Nude (1960),https://collections.ed.ac.uk/record/20858?highlight=*:*,Kenneth R Wheatley
ça et là au bord de la mer (Jul 1993),https://collections.ed.ac.uk/record/21955?highlight=*:*,Jane Watt
Untitled (Unknown),https://collections.ed.ac.uk/record/21601?highlight=*:*,Kate Stancliffe
Alistair Park (1952),https://collections.ed.ac.uk/record/122758?highlight=*:*,Frances M. Walker
Dušan Jovanović: Vojna Tajna (1983),https://collections.ed.ac.uk/record/22032?highlight=*:*,Boris Bućan
Fragment of ornament (right angle with foliage),https://collections.ed.ac.uk/record/20564?highlight=*:*,Unknown
Rothering (1947),https://collections.ed.ac.uk/record/21739?highlight=*:*,Dorothy M. Peach
Unknown (1985),https://collections.ed.ac.uk/record/50432?highlight=*:*,Sarah Setchfield
Figures and Shadows,https://collections.ed.ac.uk/record/22645?highlight=*:*,Unknown
Untitled (10 JAN 1961),https://collections.ed.ac.uk/record/111037?highlight=*:*,John Picking
Untitled,https://collections.ed.ac.uk/record/102671?highlight=*:*,Unknown
Standing Female Nude with a Stool (1959),https://collections.ed.ac.uk/record/20912?highlight=*:*,Bruce Clapperton
Untitled (1966-1967),https://collections.ed.ac.uk/record/99386?highlight=*:*,James H. Fairgrieve
Seated and Standing Nudes (1959-1962),https://collections.ed.ac.uk/record/99365?highlight=*:*,F. Milner
Untitled (1947),https://collections.ed.ac.uk/record/21731?highlight=*:*,Esther W. Hamilton
Woman with Child and Still Life (1938),https://collections.ed.ac.uk/record/22512?highlight=*:*,Catherine I. McIvor
Unknown (Unknown),https://collections.ed.ac.uk/record/21675?highlight=*:*,Unknown
Woman with Pink Hair (1987),https://collections.ed.ac.uk/record/21476?highlight=*:*,Henry Rogers
Jug (1920s),https://collections.ed.ac.uk/record/122134?highlight=*:*,Emma Gillies
Untitled (1997),https://collections.ed.ac.uk/record/21985?highlight=*:*,BORIS JOERI BRINK
Victory (07 Jul 1946),https://collections.ed.ac.uk/record/21322?highlight=*:*,Zygmunt Bukowski
Unknown (1947),https://collections.ed.ac.uk/record/50534?highlight=*:*,Mabel D. Lawford
Edinburgh College of Art Main Building,https://collections.ed.ac.uk/record/53473?highlight=*:*,Takahiro Iwasaki
Felicity Who Went to Peru (1986),https://collections.ed.ac.uk/record/21897?highlight=*:*,Faye Banks
Untitled,https://collections.ed.ac.uk/record/112449?highlight=*:*,Peter Picket
Portrait of a Woman (1958),https://collections.ed.ac.uk/record/20954?highlight=*:*,Dorothy Durward
Portrait of a Woman in a Green-Checked Blouse (1952),https://collections.ed.ac.uk/record/22698?highlight=*:*,Annette G B Ronald
Part Piece,https://collections.ed.ac.uk/record/122752?highlight=*:*,Christopher Nugent
Unknown,https://collections.ed.ac.uk/record/53551?highlight=*:*,Unknown
Goat,https://collections.ed.ac.uk/record/113829?highlight=*:*,Winsome Douglass
Untitled (1966),https://collections.ed.ac.uk/record/22478?highlight=*:*,Jean Selby
Still Life with Window (1957),https://collections.ed.ac.uk/record/122817?highlight=*:*,Alan M. Alexander
Plate (1920s),https://collections.ed.ac.uk/record/53706?highlight=*:*,Emma Gillies
Untitled (Unknown),https://collections.ed.ac.uk/record/21571?highlight=*:*,Unknown
125 (2015),https://collections.ed.ac.uk/record/53772?highlight=*:*,Mark Osborne
Townscape with Mountains (1948),https://collections.ed.ac.uk/record/21422?highlight=*:*,Mieczyslaw T. Janikowski
Portrait of a Woman (1959),https://collections.ed.ac.uk/record/22715?highlight=*:*,William D. MacKay
Unknown (1960),https://collections.ed.ac.uk/record/50604?highlight=*:*,Robin E. Bownass
Seated Female Nude (1953),https://collections.ed.ac.uk/record/20942?highlight=*:*,Rosemary Schofield
Riders from the North Frieze of the Parthenon (1836-1837),https://collections.ed.ac.uk/record/20709?highlight=*:*,NA
Untitled (1983-1984),https://collections.ed.ac.uk/record/21915?highlight=*:*,Moyna Flannigan
Ples (1983),https://collections.ed.ac.uk/record/22472?highlight=*:*,Boris Bućan
Standing Male Nude (1959),https://collections.ed.ac.uk/record/20955?highlight=*:*,Lys Hansen
South Frieze of the Parthenon Frieze (1836-1837),https://collections.ed.ac.uk/record/20697?highlight=*:*,NA
Untitled (Unknown),https://collections.ed.ac.uk/record/99959?highlight=*:*,Unknown
Still Life Table (Circa 1965),https://collections.ed.ac.uk/record/22616?highlight=*:*,Roy M. W. Cameron
Untitled (1989),https://collections.ed.ac.uk/record/22566?highlight=*:*,Jane R. Nicoll
Reverse Reserve (1975),https://collections.ed.ac.uk/record/22522?highlight=*:*,Gordon Mitchell
Reclining Nude,https://collections.ed.ac.uk/record/122774?highlight=*:*,Doreen Taylor
Unknown,https://collections.ed.ac.uk/record/53548?highlight=*:*,Ian Paterson
Still Life with Honesty (1962),https://collections.ed.ac.uk/record/122906?highlight=*:*,L. Johns
Reclining Female Nude (1953),https://collections.ed.ac.uk/record/20783?highlight=*:*,Iain West
Plate (1920s),https://collections.ed.ac.uk/record/53705?highlight=*:*,Emma Gillies
Unknown (1964),https://collections.ed.ac.uk/record/53582?highlight=*:*,Ian Patterson
Untitled (Unknown),https://collections.ed.ac.uk/record/21780?highlight=*:*,Paul Furneaux
Riders from the North Frieze of the Parthenon (1836-1837),https://collections.ed.ac.uk/record/20701?highlight=*:*,NA
Landscape,https://collections.ed.ac.uk/record/122871?highlight=*:*,Edith C. Duke
Still Life with Stuffed Pheasant and Skull (Circa 1966),https://collections.ed.ac.uk/record/122859?highlight=*:*,George M. Donald
Portrait of a Young Man (1950),https://collections.ed.ac.uk/record/21074?highlight=*:*,Norman Nisbet
Black Rock (1983),https://collections.ed.ac.uk/record/21592?highlight=*:*,Wendy McMurdo
Jalvation cocktail (Green) (2007),https://collections.ed.ac.uk/record/99888?highlight=*:*,David Abbott
Lid (1920s),https://collections.ed.ac.uk/record/122075?highlight=*:*,Emma Gillies
Landscape with City in background (1958-1959),https://collections.ed.ac.uk/record/20793?highlight=*:*,Peter Standen
Untitled,https://collections.ed.ac.uk/record/99795?highlight=*:*,Peter Pretsell
Unknown,https://collections.ed.ac.uk/record/53512?highlight=*:*,Unknown
Portrait of a Woman (1939-1940),https://collections.ed.ac.uk/record/21097?highlight=*:*,James Gordon
Teacup,https://collections.ed.ac.uk/record/53637?highlight=*:*,Emma Gillies
Reclining Female Nude on White Iron Bed,https://collections.ed.ac.uk/record/122802?highlight=*:*,Unknown
Untitled (Unknown),https://collections.ed.ac.uk/record/99921?highlight=*:*,Unknown
Untitled (1973),https://collections.ed.ac.uk/record/21844?highlight=*:*,Ken McLennan
Reclining Female Nude (1948),https://collections.ed.ac.uk/record/20831?highlight=*:*,Victorine Anne Schilsky
Study for picture 'Waking of Brynhildr' (1897),https://collections.ed.ac.uk/record/50470?highlight=*:*,Pavlov Chailly
Espresso Cup (1920s),https://collections.ed.ac.uk/record/53699?highlight=*:*,Emma Gillies
Untitled (1983),https://collections.ed.ac.uk/record/99802?highlight=*:*,Robert Rivers
Untitled (Unknown),https://collections.ed.ac.uk/record/21816?highlight=*:*,Unknown
Untitled,https://collections.ed.ac.uk/record/99532?highlight=*:*,Dr Ainslie Yule
Unknown (1950),https://collections.ed.ac.uk/record/50519?highlight=*:*,John W. Corner
Standing Male Nude,https://collections.ed.ac.uk/record/21038?highlight=*:*,R Hardie
The Little Posy (1957),https://collections.ed.ac.uk/record/19999?highlight=*:*,Anne Redpath
Portrait of a Seated Man (1954),https://collections.ed.ac.uk/record/21208?highlight=*:*,Edith Fraser
Untitled (1968),https://collections.ed.ac.uk/record/22499?highlight=*:*,Maureen Purcell
Kneeling Female Nude (1957),https://collections.ed.ac.uk/record/20925?highlight=*:*,Andrew Conkie
Unknown,https://collections.ed.ac.uk/record/53523?highlight=*:*,Mary C. A. Edmond
Plate (1920s),https://collections.ed.ac.uk/record/53708?highlight=*:*,Emma Gillies
Life Drawing,https://collections.ed.ac.uk/record/99850?highlight=*:*,Eugene Corolan
Walking the Wall (Unknown),https://collections.ed.ac.uk/record/21906?highlight=*:*,Victoria C F Bernie
Untitled (1976),https://collections.ed.ac.uk/record/21599?highlight=*:*,Ian Baillie
Standing Female Nude (1952),https://collections.ed.ac.uk/record/21020?highlight=*:*,Mollie E N Langlands
Unknown (1947),https://collections.ed.ac.uk/record/50475?highlight=*:*,Vivien Chapman
Crucifixion (1952),https://collections.ed.ac.uk/record/122709?highlight=*:*,John Picking
Untitled (1987),https://collections.ed.ac.uk/record/99799?highlight=*:*,Henry Rodgers
Untitled (1996),https://collections.ed.ac.uk/record/21930?highlight=*:*,Jennifer C. Lindsay
Study of Three Skeletons (Circa 1961),https://collections.ed.ac.uk/record/99268?highlight=*:*,William O. Little
Donald Douglas (Actor) (1954),https://collections.ed.ac.uk/record/122959?highlight=*:*,Mary C. A. Edmond
Bearded Goat (1920s),https://collections.ed.ac.uk/record/53755?highlight=*:*,Emma Gillies
Female Head Study (1949),https://collections.ed.ac.uk/record/50488?highlight=*:*,Richard Lovell
Composition with Photo Screenprints of a Dead Rabbit (1972),https://collections.ed.ac.uk/record/22572?highlight=*:*,Brent D. Millar
Untitled (1967),https://collections.ed.ac.uk/record/21756?highlight=*:*,Sam Rae
Step 2 (2013),https://collections.ed.ac.uk/record/21307?highlight=*:*,Maria Hadam
Reclining Female Nude (14 DEC 1952),https://collections.ed.ac.uk/record/20940?highlight=*:*,Llewella Brayne
Momen (2005),https://collections.ed.ac.uk/record/99901?highlight=*:*,Tadas Gindrenas
Inner Landscape (2006),https://collections.ed.ac.uk/record/99990?highlight=*:*,Thipel
Untitled,https://collections.ed.ac.uk/record/102729?highlight=*:*,Unknown
Nude Figure,https://collections.ed.ac.uk/record/122773?highlight=*:*,Carolyn Wall
Seated Man in Period Costume (1967),https://collections.ed.ac.uk/record/21267?highlight=*:*,Wilson
Ayrshire christening robe (1800-1899),https://collections.ed.ac.uk/record/102679?highlight=*:*,Unknown
Untitled,https://collections.ed.ac.uk/record/102678?highlight=*:*,Unknown
Unknown (1947-1948),https://collections.ed.ac.uk/record/50445?highlight=*:*,Marjorie Wallace
Seated Male Nude,https://collections.ed.ac.uk/record/22568?highlight=*:*,Graham Durward
Untitled (2006),https://collections.ed.ac.uk/record/99877?highlight=*:*,Greggory Bradford
Bottles on Table,https://collections.ed.ac.uk/record/122760?highlight=*:*,Unknown
Step 4 (2013),https://collections.ed.ac.uk/record/21309?highlight=*:*,Maria Hadam
Thurs 2nd Sept '82 Along from Rialto (02 Sep 1982),https://collections.ed.ac.uk/record/99431?highlight=*:*,Moira A Edmondston
Untitled (Unknown),https://collections.ed.ac.uk/record/21856?highlight=*:*,Unknown
Unknown,https://collections.ed.ac.uk/record/50383?highlight=*:*,Unknown
Portrait of a Woman (1951),https://collections.ed.ac.uk/record/21233?highlight=*:*,Madelaine Philip
Untitled (Unknown),https://collections.ed.ac.uk/record/99920?highlight=*:*,Unknown
Portrait of a Bearded Man (1950s),https://collections.ed.ac.uk/record/20975?highlight=*:*,J Guthrie
One mould and five wax portrait miniatures (Post 1860),https://collections.ed.ac.uk/record/20614?highlight=*:*,Unknown
Untitled (Unknown),https://collections.ed.ac.uk/record/21820?highlight=*:*,Unknown
Seated Figures and Flight of Stairs (1968),https://collections.ed.ac.uk/record/22521?highlight=*:*,Ronald D. Forbes
Collection of Botanical Illustration Days in One,https://collections.ed.ac.uk/record/21560?highlight=*:*,Sylvia Mackiewicz
Study for completed image (1960),https://collections.ed.ac.uk/record/50624?highlight=*:*,Vivien Alexander
Riders from West Frieze of the Parthenon (1836-1837),https://collections.ed.ac.uk/record/20663?highlight=*:*,NA
Portrait of a Man (1966),https://collections.ed.ac.uk/record/21255?highlight=*:*,George Donald
Unknown (Circa 1986),https://collections.ed.ac.uk/record/50434?highlight=*:*,Audrey C. Redpath
Unknown,https://collections.ed.ac.uk/record/53541?highlight=*:*,Unknown
Still Life with Teapot,https://collections.ed.ac.uk/record/20757?highlight=*:*,Bull
Face on Water (2018),https://collections.ed.ac.uk/record/21646?highlight=*:*,Paul Furneaux
Illegible title,https://collections.ed.ac.uk/record/112308?highlight=*:*,Thora Clyne
Florence (JAN 1956),https://collections.ed.ac.uk/record/21382?highlight=*:*,John P Busby
Bust of an African,https://collections.ed.ac.uk/record/20556?highlight=*:*,Unknown
White Matter (2013),https://collections.ed.ac.uk/record/47446?highlight=*:*,Marissa Stoffer
Portrait of a Woman (1964),https://collections.ed.ac.uk/record/21421?highlight=*:*,Peter Pretsell
Costume Study (1946),https://collections.ed.ac.uk/record/50542?highlight=*:*,Alexander Cree
Seated Female Nude (1953),https://collections.ed.ac.uk/record/20931?highlight=*:*,George Hamilton
Whale,https://collections.ed.ac.uk/record/93374?highlight=*:*,Bridget Steed
Scaffolding - 'Formasons Stone Renovators Edinburgh',https://collections.ed.ac.uk/record/21506?highlight=*:*,Ian Johnstone
El Portento (1951),https://collections.ed.ac.uk/record/22676?highlight=*:*,Edward A. Gage or Valerie A. Cockburn (Gage)
Metope South 26 from the Parthenon (1837),https://collections.ed.ac.uk/record/20644?highlight=*:*,NA
Untitled (2007),https://collections.ed.ac.uk/record/99896?highlight=*:*,Regine Osbakk
Natural Geometry series (a) (2015),https://collections.ed.ac.uk/record/53771?highlight=*:*,Robin Crawford
Railings in a Landscape (1962),https://collections.ed.ac.uk/record/122850?highlight=*:*,James T Carlyle
Charioteers and horses from North Frieze of the Parthenon (1836-1837),https://collections.ed.ac.uk/record/20734?highlight=*:*,NA
Standing Male Nude,https://collections.ed.ac.uk/record/20834?highlight=*:*,Jessie May Stirling
"A PHP Error was encountered Severity: Warning Message: Undefined array key ""dctitleen"" Filename: views/search_results.php Line Number: 98 A PHP Error was encountered Severity: Warning Message: Trying to access array offset on null Filename: views/search_results.php Line Number: 98 (1965)",https://collections.ed.ac.uk/record/99525?highlight=*:*,Frances Sander
Untitled - Shoes and a Polka Dot Blouse (1983-1984),https://collections.ed.ac.uk/record/99432?highlight=*:*,David Douglas
Portrait of Man in a Cap (1950),https://collections.ed.ac.uk/record/21073?highlight=*:*,Thomas Murray
Angel of Lude,https://collections.ed.ac.uk/record/20551?highlight=*:*,Unknown
Smocking diagrams,https://collections.ed.ac.uk/record/102710?highlight=*:*,Unknown
Head Drawing (1969),https://collections.ed.ac.uk/record/22487?highlight=*:*,John Stewart
Untitled (Unknown),https://collections.ed.ac.uk/record/21938?highlight=*:*,Kirkland Main
Unknown (1950),https://collections.ed.ac.uk/record/53506?highlight=*:*,Unknown
Figure Composition in Pale Yellow (1967),https://collections.ed.ac.uk/record/123102?highlight=*:*,Laurence Roche
